Name,c14_age,c14_sig,Seren_Col_D,Seren_Col_E
R_Date Wk-16822,570,43,7,11
R_Date SUERC-17615,574,43,7,11
R_Date UBA-39394,575,38,7,11
R_Date Beta-196362,576,60,7,11
R_Date Beta-178192,576,60,7,11
R_Date Beta-177959,576,60,7,11
R_Date UB-6540,577,45,7,11
R_Date Beta-233935,577,47,7,11
R_Date UBA-11755,577,19,7,11
R_Date Beta-220131,577,47,7,11
R_Date Beta-247211,577,47,7,11
R_Date Beta-222060,577,47,7,11
R_Date Beta-247020,577,47,7,11
R_Date SUERC-37278,578,40,7,11
R_Date UBA-12266,579,21,7,11
R_Date Beta-165324,580,66,7,11
R_Date UBA-38648,581,26,7,11
R_Date UBA-11754,581,20,7,11
R_Date Wk-18561,581,37,7,11
R_Date Wk-16828,581,40,7,11
R_Date UBA-36178,582,38,7,11
R_Date SUERC-32363,583,31,7,11
R_Date Beta-198508,585,42,7,11
R_Date Beta-196366,585,42,7,11
R_Date UBA-39066,585,31,7,11
R_Date Beta-219010,585,42,7,11
R_Date Beta-237059,585,42,7,11
R_Date Beta-252083,585,42,7,11
R_Date Wk-18202,585,30,7,11
R_Date SUERC-17262,586,36,7,11
R_Date SUERC-37324,586,36,7,11
R_Date SUERC-37289,586,36,7,11
R_Date SUERC-37282,586,36,7,11
R_Date Wk-16827,586,36,7,11
R_Date Wk-21248,587,39,7,11
R_Date UBA-9938,588,23,7,11
R_Date UBA-7683,588,63,7,11
R_Date UBA-8717,589,31,7,11
R_Date UBA-12816,590,28,7,11
R_Date UBA-15485,591,25,7,11
R_Date UB-6764,592,32,7,11
R_Date Beta-170155,592,75,7,11
R_Date Wk-16826b,592,33,7,11
R_Date Beta-177960,592,56,7,11
R_Date Beta-198518,593,38,7,11
R_Date Beta-211594,593,38,7,11
R_Date Beta-220115,593,38,7,11
R_Date UBA-36174,594,29,7,11
R_Date UBA-36514,595,25,7,11
R_Date Beta-184610,595,65,7,11
R_Date SUERC-21340,598,26,7,11
R_Date UBA-36177,599,28,7,11
R_Date UB-11493,599,22,7,11
R_Date Wk-18199,599,28,7,11
R_Date UBA-36509,600,26,7,11
R_Date Beta-211571,600,34,7,11
R_Date OxA-12814,600,27,7,11
R_Date Beta-222014,600,34,7,11
R_Date UBA-38646,601,23,7,11
R_Date SUERC-17333,601,29,7,11
R_Date Beta-178198,604,42,7,11
R_Date SUERC-18552,605,28,7,11
R_Date SUERC-32078,606,24,7,11
R_Date Wk-17912,606,28,7,11
R_Date Beta-233934,607,31,7,11
R_Date UBA-9369,607,20,7,11
R_Date Beta-247003,607,31,7,11
R_Date Beta-237060,607,31,7,11
R_Date Beta-227862,607,31,7,11
R_Date Beta-252086,607,31,7,11
R_Date Beta-231655,607,31,7,11
R_Date UBA-38645,608,24,7,11
R_Date UBA-12269,608,22,7,11
R_Date UBA-39076,609,22,7,11
R_Date OxA-12753,609,23,7,11
R_Date SUERC-21339,610,24,7,11
R_Date SUERC-31047,610,24,7,11
R_Date OxA-12816,610,25,7,11
R_Date UB-11220,610,25,7,11
R_Date UBA-38024,611,24,7,11
R_Date UBA-38649,611,23,7,11
R_Date UB-11248,611,27,7,11
R_Date UBA-36522,612,25,7,11
R_Date SUERC-17612,612,25,7,11
R_Date Beta-182319,612,51,7,11
R_Date Beta-198522,613,28,7,11
R_Date Beta-198506,613,28,7,11
R_Date UB-7039,613,24,7,11
R_Date Beta-246697,613,28,7,11
R_Date Beta-247016,613,28,7,11
R_Date Beta-231649,613,28,7,11
R_Date Wk-16826a,614,25,7,11
R_Date Beta-201062,615,37,7,11
R_Date Wk-17921,616,24,7,11
R_Date SUERC-17622,617,24,7,11
R_Date UB-13152,617,19,7,11
R_Date UB-7362,618,22,7,11
R_Date Beta-247068,618,26,7,11
R_Date Beta-237058,618,26,7,11
R_Date UBA-12273,619,18,7,11
R_Date Beta-211572,621,25,7,11
R_Date SUERC-21666,621,25,7,11
R_Date Beta-247011,621,25,7,11
R_Date Beta-247007,621,25,7,11
R_Date Beta-231662,621,25,7,11
R_Date Wk-17913,621,21,7,11
R_Date UBA-12280,622,16,7,11
R_Date SUERC-32074,622,20,7,11
R_Date SUERC-31045,622,20,7,11
R_Date UB-12367,622,16,7,11
R_Date GrA-35587,622,22,7,11
R_Date UBA-38354,623,20,7,11
R_Date UBA-7866,623,18,7,11
R_Date GrA-35582,623,19,7,11
R_Date Wk-17915,623,22,7,11
R_Date SUERC-17630,624,22,7,11
R_Date SUERC-17005,624,22,7,11
R_Date SUERC-25851,624,37,7,11
R_Date UBA-18517,624,24,7,11
R_Date UB-13216,624,16,7,11
R_Date Wk-17908,624,19,7,11
R_Date Wk-16821,624,21,7,11
R_Date UBA-12112,625,16,7,11
R_Date Beta-171416,625,26,7,11
R_Date UBA-11756,625,16,7,11
R_Date UBA-13387,625,18,7,11
R_Date Beta-246945,625,26,7,11
R_Date UB-13255,625,16,7,11
R_Date UB-13154,625,15,7,11
R_Date Beta-247395,625,26,7,11
R_Date Beta-252091,625,26,7,11
R_Date UBA-7862,625,19,7,11
R_Date SUERC-16978,626,22,7,11
R_Date UBA-16408,626,20,7,11
R_Date UBA-10319,626,16,7,11
R_Date UB-12371,626,16,7,11
R_Date SUERC-21337,627,19,7,11
R_Date UBA-39100,628,17,7,11
R_Date UBA-8172,629,16,7,11
R_Date Beta-196363,630,28,7,11
R_Date Beta-196361,630,28,7,11
R_Date Beta-196371,630,53,7,11
R_Date UBA-12265,630,21,7,11
R_Date UBA-13389,630,23,7,11
R_Date Beta-241296,630,28,7,11
R_Date Beta-219006,630,28,7,11
R_Date Wk-16308,630,22,7,11
R_Date Beta-180650,630,53,7,11
R_Date SUERC-17329,631,23,7,11
R_Date UBA-10018,631,19,7,11
R_Date UBA-38339,632,19,7,11
R_Date Wk-18184,633,72,7,11
R_Date NZA-30390,633,16,7,11
R_Date UB-11242,634,21,7,11
R_Date UBA-38026,635,25,7,11
R_Date UB-11223,635,20,7,11
R_Date UB-13161,636,17,7,11
R_Date SUERC-25275,637,20,7,11
R_Date Beta-247006,638,31,7,11
R_Date UB-11240,638,20,7,11
R_Date UB-11233,638,23,7,11
R_Date SUERC-17321,639,25,7,11
R_Date UBA-13390,641,23,7,11
R_Date UB-12370,641,19,7,11
R_Date SUERC-16996,643,27,7,11
R_Date UBA-39074,644,17,7,11
R_Date UBA-39223,645,36,7,11
R_Date SUERC-17620,645,36,7,11
R_Date Beta-246968,645,36,7,11
R_Date UB-12368,645,17,7,11
R_Date Beta-178194,645,46,7,11
R_Date UBA-12084,646,18,7,11
R_Date UB-6544,646,28,7,11
R_Date UBA-12281,646,16,7,11
R_Date UBA-16416,647,20,7,11
R_Date Beta-171417,648,68,7,11
R_Date UB-11253,648,18,7,11
R_Date UBA-16402,649,30,7,11
R_Date UBA-39101,650,22,7,11
R_Date UBA-12055,651,15,7,11
R_Date UBA-9228,651,25,7,11
R_Date UBA-16409,651,16,7,11
R_Date UB-12373,651,30,7,11
R_Date Beta-194063,652,41,7,11
R_Date Beta-196369,652,41,7,11
R_Date Beta-201064,652,41,7,11
R_Date UBA-38647,652,37,7,11
R_Date SUERC-17310,652,35,7,11
R_Date Beta-219005,652,41,7,11
R_Date UB-12366,652,13,7,11
R_Date SUERC-25479,653,50,7,11
R_Date Wk-18188,654,31,7,11
R_Date UBA-38346,655,33,7,11
R_Date Beta-176810,655,58,7,11
R_Date UB-11247,656,21,7,11
R_Date UB-11227,656,11,7,11
R_Date Wk-22713,657,34,7,11
R_Date Beta-246936,658,44,7,11
R_Date Beta-165323,658,44,7,11
R_Date UB-7009,658,38,7,11
R_Date Beta-219007,658,44,7,11
R_Date UBA-39463,659,37,7,11
R_Date GrA-35588,659,36,7,11
R_Date UBA-39116,662,31,7,11
R_Date UBA-12039,662,28,7,11
R_Date Wk-16820a,662,43,7,11
R_Date UBA-8062,663,32,7,11
R_Date UBA-12823,664,34,7,11
R_Date UB-12369,664,33,7,11
R_Date Beta-219003,666,46,7,11
R_Date UBA-38343,667,43,7,11
R_Date UBA-8741,667,50,7,11
R_Date UB-11241,668,41,7,11
R_Date GrN-30847,669,40,7,11
R_Date UBA-38358,670,42,7,11
R_Date Wk-17917,670,42,7,11
R_Date SUERC-8586,672,44,7,11
R_Date SUERC-26386,672,44,7,11
R_Date UBA-12495,672,41,7,11
R_Date Wk-18197,672,42,7,11
R_Date Wk-17916,673,46,7,11
R_Date Beta-198512,675,46,7,11
R_Date UBA-39072,678,42,7,11
R_Date UBA-36180,681,42,7,11
R_Date UBA-7868,681,43,7,11
R_Date UBA-36202,682,42,7,11
R_Date UBA-12267,682,42,7,11
R_Date UB-11254,682,42,7,11
R_Date UB-11237,682,42,7,11
R_Date UB-11229,682,42,7,11
R_Date UB-11246,684,42,7,11
R_Date UBA-37977,686,43,7,11
R_Date Beta-205166,686,60,7,11
R_Date Beta-198509,687,45,7,11
R_Date Beta-201026,687,45,7,11
R_Date UBA-36196,687,42,7,11
R_Date Beta-217960,687,45,7,11
R_Date Beta-247071,687,45,7,11
R_Date Beta-219009,687,45,7,11
R_Date GrA-33802,689,43,7,11
R_Date Wk-16307,689,43,7,11
R_Date SUERC-32851,690,42,7,11
R_Date UBA-8742,692,42,7,11
R_Date UBA-10016,693,41,7,11
R_Date Beta-201043,693,51,7,11
R_Date UBA-9931,698,41,7,11
R_Date UBA-10015,698,42,7,11
R_Date UBA-15050,699,41,7,11
R_Date Beta-220124,699,44,7,11
R_Date Beta-252087,699,44,7,11
R_Date UBA-36526,700,41,7,11
R_Date UBA-9935,700,40,7,11
R_Date OxA-12719,700,40,7,11
R_Date UBA-8158,701,40,7,11
R_Date SUERC-31078,702,40,7,11
R_Date UB-7690,702,41,7,11
R_Date Wk-17911,703,40,7,11
R_Date SUERC-12882,705,41,7,11
R_Date UBA-39103,705,40,7,11
R_Date Beta-197654,705,79,7,11
R_Date UBA-15051,706,40,7,11
R_Date SUERC-31049,707,39,7,11
R_Date Beta-198516,708,43,7,11
R_Date Beta-210767,708,43,7,11
R_Date UBA-39118,708,39,7,11
R_Date Beta-247070,708,43,7,11
R_Date Beta-219002,708,43,7,11
R_Date Beta-231653,708,43,7,11
R_Date UB-6522,711,41,7,11
R_Date UBA-39071,712,39,7,11
R_Date Beta-203724,712,69,7,11
R_Date Wk-16820b,716,42,7,11
R_Date UBA-20734,717,40,7,11
R_Date Beta-198523,719,44,7,11
R_Date Beta-198513,719,44,7,11
R_Date Beta-174297,719,44,7,11
R_Date UB-11245,719,38,7,11
R_Date UB-7443,720,40,7,11
R_Date UBA-36183,721,42,7,11
R_Date UBA-11775,721,38,7,11
R_Date UB-7440,722,38,7,11
R_Date UB-11238,722,33,7,11
R_Date UBA-39117,723,40,7,11
R_Date UBA-12272,723,32,7,11
R_Date UBA-12501,723,31,7,11
R_Date UB-11244,723,37,7,11
R_Date Beta-198507,724,45,7,11
R_Date Beta-198511,724,45,7,11
R_Date Beta-171420,724,45,7,11
R_Date UBA-36190,724,37,7,11
R_Date UBA-11758,724,32,7,11
R_Date UBA-12276,724,33,7,11
R_Date UBA-12275,724,32,7,11
R_Date UBA-12271,724,32,7,11
R_Date SUERC-31060,724,38,7,11
R_Date SUERC-31054,724,38,7,11
R_Date UBA-10318,724,39,7,11
R_Date Beta-246935,724,45,7,11
R_Date Beta-246931,724,45,7,11
R_Date UB-13256,724,37,7,11
R_Date UBA-9100,724,32,7,11
R_Date Beta-220120,724,45,7,11
R_Date Beta-241317,724,45,7,11
R_Date Beta-247109,724,45,7,11
R_Date UBA-12854,724,36,7,11
R_Date UBA-15476,725,35,7,11
R_Date UBA-11126,725,36,7,11
R_Date UBA-39111,725,35,7,11
R_Date UBA-39104,725,36,7,11
R_Date UBA-12268,725,34,7,11
R_Date SUERC-31627,725,38,7,11
R_Date Wk-20950,725,49,7,11
R_Date SUERC-37238,725,42,7,11
R_Date UBA-11453,725,34,7,11
R_Date GrA-35570,725,38,7,11
R_Date Wk-17910,725,42,7,11
R_Date UBA-39114,726,41,7,11
R_Date UB-7841,726,48,7,11
R_Date UBA-38433,726,39,7,11
R_Date SUERC-32362,726,39,7,11
R_Date Wk-22719,726,40,7,11
R_Date UBA-12856,726,41,7,11
R_Date UBA-12853,726,36,7,11
R_Date UBA-12822,726,37,7,11
R_Date OxA-16952,727,41,7,11
R_Date UBA-12502,727,36,7,11
R_Date UBA-8218,727,40,7,11
R_Date Wk-17914,727,42,7,11
R_Date UB-12984,728,37,7,11
R_Date UB-10501,728,44,7,11
R_Date UB-6521,728,43,7,11
R_Date UBA-38374,729,45,7,11
R_Date UBA-38350,729,45,7,11
R_Date UBA-36204,729,45,7,11
R_Date UBA-36197,729,45,7,11
R_Date UBA-12038,729,47,7,11
R_Date SUERC-31483,729,45,7,11
R_Date UBA-8835,729,46,7,11
R_Date OxA-12718,729,45,7,11
R_Date UB-13215,729,36,7,11
R_Date UB-12970,729,44,7,11
R_Date UBA-12504,729,46,7,11
R_Date UBA-16584,729,46,7,11
R_Date UB-7689,729,45,7,11
R_Date UB-11235,729,34,7,11
R_Date GrA-35964,729,45,7,11
R_Date UBA-38351,730,46,7,11
R_Date UBA-36193,730,47,7,11
R_Date Wk-16294,730,49,7,11
R_Date UBA-36534,731,47,7,11
R_Date SUERC-16988,731,48,7,11
R_Date UB-7688,731,47,7,11
R_Date UB-11243,731,48,7,11
R_Date UB-11239,731,39,7,11
R_Date UB-11232,731,49,7,11
R_Date GrA-35590,731,48,7,11
R_Date UBA-12040,732,50,7,11
R_Date Beta-218640,732,50,7,11
R_Date Beta-246932,732,50,7,11
R_Date Beta-229300,732,50,7,11
R_Date Wk-20951,732,50,7,11
R_Date Beta-243988,732,50,7,11
R_Date Beta-252089,732,50,7,11
R_Date Beta-247014,732,50,7,11
R_Date Wk-22714,732,49,7,11
R_Date UB-7420,732,49,7,11
R_Date Beta-198520,733,80,7,11
R_Date UBA-36517,733,50,7,11
R_Date Beta-171423,733,63,7,11
R_Date SUERC-16998,733,50,7,11
R_Date Wk-18200,733,50,7,11
R_Date UBA-11435,734,51,7,11
R_Date UBA-20737,734,53,7,11
R_Date SUERC-29023,734,51,7,11
R_Date UBA-7870,734,54,7,11
R_Date SUERC-16990,735,52,7,11
R_Date SUERC-37224,735,52,7,11
R_Date UBA-39070,736,53,7,11
R_Date UBA-38345,736,53,7,11
R_Date UBA-38003,736,54,7,11
R_Date UBA-39112,736,53,7,11
R_Date Beta-246942,736,54,7,11
R_Date Beta-246939,736,54,7,11
R_Date UBA-16582,736,53,7,11
R_Date Beta-247396,736,54,7,11
R_Date UB-7432,736,53,7,11
R_Date Beta-231648,736,54,7,11
R_Date UBA-38359,737,54,7,11
R_Date UBA-39073,738,55,7,11
R_Date UBA-38362,738,54,7,11
R_Date Beta-201063,738,64,7,11
R_Date SUERC-17273,738,55,7,11
R_Date UBA-38365,739,55,7,11
R_Date UB-12968,739,53,7,11
R_Date Wk-18201,739,55,7,11
R_Date UBA-12859,741,54,7,11
R_Date SUERC-12879,742,57,7,11
R_Date SUERC-17623,742,57,7,11
R_Date SUERC-25282,742,56,7,11
R_Date Beta-196365,743,58,7,11
R_Date Beta-196360,743,58,7,11
R_Date UBA-39086,743,55,7,11
R_Date Beta-279200,743,58,7,11
R_Date Beta-246946,743,58,7,11
R_Date Beta-165326,744,66,7,11
R_Date Beta-176809,744,66,7,11
R_Date UBA-36179,745,56,7,11
R_Date UB-7584,746,57,7,11
R_Date UB-7448,747,57,7,11
R_Date UBA-37983,748,60,7,11
R_Date UB-13153,748,53,7,11
R_Date Wk-18186,750,70,7,11
R_Date UBA-12710,750,59,7,11
R_Date UB-7425,750,58,7,11
R_Date Beta-194067,752,64,7,11
R_Date SUERC-17619,752,58,7,11
R_Date UBA-38344,753,58,7,11
R_Date UBA-38355,755,59,7,11
R_Date Beta-184706,757,76,7,11
R_Date UBA-37968,759,57,7,11
R_Date Beta-211573,759,61,7,11
R_Date Beta-231090,759,61,7,11
R_Date Beta-234460,759,61,7,11
R_Date Beta-231650,759,61,7,11
R_Date SUERC-25274,762,57,7,11
R_Date UBA-12817,762,57,7,11
R_Date Wk-21792,762,57,7,11
R_Date OxA-12720,763,56,7,11
R_Date UB-7423,768,58,7,11
R_Date UBA-8834,769,57,7,11
R_Date Wk-16302,770,68,7,11
R_Date SUERC-14057,773,64,7,11
R_Date UBA-38353,775,58,7,11
R_Date UBA-36184,775,58,7,11
R_Date UBA-39077,776,60,7,11
R_Date UB-11255,776,60,7,11
R_Date UBA-10017,780,57,7,11
R_Date UBA-37976,781,58,7,11
R_Date Wk-25203,781,61,7,11
R_Date UBA-37995,783,64,7,11
R_Date SUERC-12888,785,63,7,11
R_Date Beta-246943,785,63,7,11
R_Date Beta-197651,785,63,7,11
R_Date Beta-220117,785,63,7,11
R_Date Beta-184703,785,63,7,11
R_Date Beta-184704,785,63,7,11
R_Date SUERC-12880,786,60,7,11
R_Date SUERC-17621,786,60,7,11
R_Date UBA-38341,788,61,7,11
R_Date UBA-39079,789,55,7,11
R_Date Beta-201060,789,75,7,11
R_Date Wk-21334,789,64,7,11
R_Date Wk-22640,789,58,7,11
R_Date UBA-12509,789,53,7,11
R_Date UBA-36194,790,57,7,11
R_Date Beta-201061,791,81,7,11
R_Date UBA-38340,791,59,7,11
R_Date UBA-9934,791,56,7,11
R_Date UBA-36524,792,64,7,11
R_Date UBA-39106,793,56,7,11
R_Date OxA-16954,794,57,7,11
R_Date UBA-12818,794,58,7,11
R_Date Wk-18203,794,61,7,11
R_Date UB-7528,795,59,7,11
R_Date UBA-8679,795,59,7,11
R_Date UB-11256,795,54,7,11
R_Date UB-7527,796,58,7,11
R_Date UBA-36191,797,57,7,11
R_Date UBA-36187,797,60,7,11
R_Date UBA-7867,797,60,7,11
R_Date UBA-38366,798,60,7,11
R_Date Beta-197003,799,63,7,11
R_Date Beta-246933,799,63,7,11
R_Date Beta-229293,799,63,7,11
R_Date Beta-247023,799,63,7,11
R_Date Beta-247022,799,63,7,11
R_Date Beta-231656,799,63,7,11
R_Date Beta-176808,799,76,7,11
R_Date SUERC-8588,800,60,7,11
R_Date UBA-36186,800,59,7,11
R_Date SUERC-17324,800,60,7,11
R_Date UBA-11438,800,54,7,11
R_Date UBA-8219,800,58,7,11
R_Date UBA-7869,800,60,7,11
R_Date UB-7691,800,59,7,11
R_Date SUERC-29029,802,57,7,11
R_Date UBA-38349,804,59,7,11
R_Date UBA-36520,804,54,7,11
R_Date UB-7417,804,57,7,11
R_Date UB-7483,805,57,7,11
R_Date UB-6545,806,59,7,11
R_Date UBA-38372,806,62,7,11
R_Date UBA-37994,806,62,7,11
R_Date SUERC-17338,806,59,7,11
R_Date UBA-38431,807,62,7,11
R_Date SUERC-31050,808,56,7,11
R_Date Wk-22638,808,56,7,11
R_Date UBA-8739,808,52,7,11
R_Date UBA-8217,808,58,7,11
R_Date Wk-21783,808,68,7,11
R_Date Beta-171419,809,78,7,11
R_Date UBA-39109,809,55,7,11
R_Date UB-7446,809,58,7,11
R_Date Beta-198521,810,63,7,11
R_Date Beta-198515,810,63,7,11
R_Date Beta-211586,810,63,7,11
R_Date Beta-247108,810,63,7,11
R_Date UBA-12858,810,49,7,11
R_Date UBA-12855,810,47,7,11
R_Date UB-7529,811,55,7,11
R_Date UBA-11757,811,46,7,11
R_Date UBA-15469,812,50,7,11
R_Date Beta-170157,812,89,7,11
R_Date D-AMS 014559,813,47,7,11
R_Date UBA-39087,814,49,7,11
R_Date UBA-10317,815,46,7,11
R_Date SUERC-17302,816,58,7,11
R_Date D-AMS 014899,816,51,7,11
R_Date UBA-16415,816,49,7,11
R_Date GrA-33804,816,58,7,11
R_Date UB-7434,817,54,7,11
R_Date UB-16195,818,45,7,11
R_Date SUERC-29024,818,52,7,11
R_Date UBA-15979,818,51,7,11
R_Date UB-7525,819,54,7,11
R_Date Beta-194069,819,79,7,11
R_Date UBA-37991,819,59,7,11
R_Date UB-7418,819,53,7,11
R_Date UB-11225,819,50,7,11
R_Date UBA-8165,820,64,7,11
R_Date Beta-211593,820,62,7,11
R_Date Beta-247002,820,62,7,11
R_Date Beta-219008,820,62,7,11
R_Date Beta-246966,820,62,7,11
R_Date Beta-252085,820,62,7,11
R_Date UBA-7865,820,47,7,11
R_Date Beta-231659,820,62,7,11
R_Date Beta-231657,820,62,7,11
R_Date UBA-38025,821,52,7,11
R_Date UBA-36521,821,48,7,11
R_Date SUERC-17279,821,57,7,11
R_Date SUERC-17314,821,57,7,11
R_Date UBA-15053,821,45,7,11
R_Date UBA-36533,822,53,7,11
